student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible,student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
13959,23,Female,False,False,In-state,2.6,1024.0,18,2,3,Engineering,Part-time,9,Regular,Fall,$100k+,True,False,1472,False,1.67,10,0,1,94.2,25,4,3,4,1,Off-campus,False,7,22,False
13960,19,Female,False,False,In-state,3.14,1059.0,25,1,1,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,False,True,10958,False,2.93,25,1,1,94.8,46,9,2,0,2,Off-campus,False,14,4,True
13961,20,Female,False,True,In-state,3.77,1249.0,25,1,1,Business,Full-time,18,Early Decision,Spring,$100k+,True,False,23683,False,1.85,27,2,3,74.7,0,5,1,4,0,On-campus,False,27,11,True
13962,22,Female,False,False,Out-of-state,3.26,1175.0,21,1,0,Education,Full-time,18,Regular,Spring,<$30k,True,True,16374,False,2.99,82,1,0,75.6,3,4,0,0,0,On-campus,False,40,1,False
13963,25,Male,False,False,In-state,2.96,1244.0,30,4,0,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,False,False,26592,False,2.86,36,1,0,49.4,5,3,5,0,0,On-campus,False,0,17,False
13964,23,Male,False,False,In-state,3.69,1123.0,23,4,3,Engineering,Full-time,12,Early Decision,Fall,<$30k,False,True,5475,False,2.82,70,0,2,92.6,2,3,7,2,4,At home,False,18,3,True
13965,17,Male,False,False,International,2.67,1215.0,27,1,2,Computer Science,Part-time,3,Regular,Fall,<$30k,True,False,896,False,2.3,32,0,0,74.9,22,6,0,2,1,On-campus,False,2,12,False
13966,24,Female,False,False,In-state,2.31,1325.0,26,6,1,Computer Science,Full-time,12,Regular,Fall,$100k+,True,True,9033,True,4.0,20,1,1,97.1,14,5,2,0,2,Off-campus,False,10,4,False
13967,17,Male,True,False,In-state,3.01,1228.0,24,2,3,Arts & Sciences,Full-time,12,Early Decision,Spring,$30k-$60k,True,False,54724,True,3.06,0,1,2,71.0,2,4,1,3,0,On-campus,False,8,20,False
13968,18,Male,True,False,Out-of-state,2.65,1235.0,16,6,1,Engineering,Full-time,12,Regular,Fall,$60k-$100k,False,True,13516,False,3.11,33,0,0,59.0,27,3,2,0,1,On-campus,False,3,5,True
13969,17,Male,False,False,In-state,3.43,1082.0,26,3,1,Engineering,Full-time,15,Regular,Fall,$30k-$60k,False,True,6593,False,2.82,114,0,0,74.0,13,6,2,0,1,Off-campus,False,23,8,False
13970,18,Male,False,False,In-state,4.0,1151.7961403508773,17,3,3,Education,Full-time,18,Regular,Fall,$60k-$100k,False,False,33846,False,2.59,120,2,2,88.4,18,3,3,1,2,On-campus,False,3,2,True
13971,17,Male,False,False,In-state,3.13,1207.0,24,7,5,Education,Full-time,15,Regular,Fall,<$30k,False,False,14247,False,3.56,1,1,0,86.1,10,6,0,2,0,On-campus,False,6,5,False
13972,21,Male,True,False,Out-of-state,3.58,1281.0,20,2,2,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,True,False,18357,False,3.2,9,0,1,95.6,10,4,3,3,2,On-campus,False,35,0,False
13973,22,Female,False,True,In-state,3.42,1185.0,24,3,7,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,False,False,5827,False,3.47,33,1,2,90.9,0,5,0,1,1,Off-campus,False,7,3,False
13974,21,Female,False,False,Out-of-state,3.65,1256.0,20,5,2,Business,Full-time,12,Regular,Spring,$60k-$100k,True,True,3146,True,2.877533333333333,29,2,0,64.0,4,6,1,0,2,On-campus,False,31,1,True
13975,19,Female,True,False,Out-of-state,3.25,983.0,28,2,0,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,False,True,14957,False,1.99,67,1,0,95.3,8,7,2,0,0,At home,False,19,40,False
13976,22,Male,False,False,In-state,3.06,1288.0,24,3,1,Engineering,Full-time,15,Regular,Fall,$60k-$100k,True,True,577,True,3.87,46,2,0,81.1,13,3,1,0,1,Off-campus,False,44,4,False
13977,19,Male,False,False,In-state,3.46,1151.7961403508773,24,6,2,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,False,False,5036,True,3.76,30,1,0,74.3,3,6,0,0,1,At home,False,1,1,False
13978,17,Non-binary,True,False,In-state,3.31,1151.0,24,0,3,Business,Full-time,18,Regular,Fall,$100k+,False,True,7416,False,3.17,9,0,3,91.3,56,3,2,0,0,Commuter,False,14,1,False
13979,19,Male,True,False,In-state,2.84,1387.0,25,5,5,Health Sciences,Full-time,12,Early Decision,Spring,$30k-$60k,True,False,7999,True,2.79,87,1,0,75.0,10,4,2,1,1,On-campus,False,15,2,False
13980,18,Male,False,False,In-state,3.74,1370.0,22,1,1,Engineering,Full-time,12,Transfer,Fall,$30k-$60k,False,True,14820,True,3.14,30,3,0,77.5,4,5,3,1,2,Off-campus,False,43,0,False
13981,17,Female,False,False,International,2.54,1196.0,23,1,2,Education,Full-time,18,Regular,Fall,$30k-$60k,True,True,4722,False,2.93,120,0,0,77.9,0,5,2,1,1,At home,False,0,4,False
13982,18,Male,False,False,Out-of-state,3.18,994.0,25,4,3,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,True,False,13815,False,3.77,37,0,1,77.7,12,0,1,1,1,On-campus,False,14,2,False
13983,18,Female,False,False,In-state,3.29,888.0,28,4,4,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,True,22191,False,3.52,34,0,1,89.5,3,3,3,2,1,On-campus,False,39,10,False
13984,20,Female,False,False,In-state,3.18,1221.0,25,1,7,Social Sciences,Full-time,12,Regular,Spring,$100k+,True,False,14593,False,3.53,120,2,0,43.1,7,1,2,1,1,On-campus,True,6,40,False
13985,20,Female,True,False,In-state,3.39,985.0,32,3,1,Business,Full-time,18,Regular,Fall,$100k+,False,True,5111,True,3.34,6,0,0,89.1,2,2,3,1,2,Commuter,False,0,0,True
13986,17,Female,False,False,International,2.73,1016.0,31,3,4,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,True,False,4818,False,2.44,29,0,1,75.2,5,3,1,1,1,Off-campus,False,21,19,False
13987,19,Female,False,False,In-state,3.29,938.0,16,3,3,Engineering,Full-time,18,Regular,Fall,$60k-$100k,True,True,51807,False,3.19,42,0,0,93.7,1,4,3,4,1,Off-campus,False,1,0,False
13988,28,Male,False,False,In-state,3.09,1252.0,25,6,2,Arts & Sciences,Full-time,15,Regular,Summer,$100k+,True,False,9533,False,1.72,30,2,1,90.5,2,3,3,3,1,On-campus,False,6,3,False
13989,19,Female,False,True,In-state,3.84,1266.0,33,5,4,Social Sciences,Full-time,18,Regular,Fall,$100k+,False,False,7059,False,2.877533333333333,6,3,0,68.5,1,5,1,2,1,On-campus,False,32,2,True
13990,21,Female,False,False,In-state,2.39,1164.0,27,3,1,Arts & Sciences,Full-time,18,Regular,Spring,$60k-$100k,False,True,21325,True,2.66,16,0,0,70.5,32,5,1,1,1,On-campus,False,3,2,False
13991,19,Male,False,False,Out-of-state,3.92,1005.0,25,3,6,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,True,True,10938,False,3.14,2,1,0,73.1,0,4,3,2,2,On-campus,False,14,21,False
13992,17,Male,True,False,In-state,2.41,1155.0,17,2,1,Computer Science,Full-time,18,Transfer,Spring,<$30k,True,False,3680,True,3.12,40,0,1,89.6,11,4,2,3,3,Off-campus,False,77,0,True
13993,21,Female,False,False,In-state,3.66,1160.0,29,3,2,Education,Full-time,12,Regular,Spring,$100k+,True,True,5463,True,1.28,20,0,1,81.8,0,6,0,1,3,On-campus,False,3,3,True
13994,20,Male,False,False,In-state,2.28,1159.0,23,1,3,Health Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,True,False,13448,False,1.38,3,2,1,75.2,5,5,2,1,2,On-campus,True,17,1,True
13995,17,Female,False,False,In-state,3.28,1162.0,27,2,2,Social Sciences,Part-time,3,Transfer,Fall,$30k-$60k,True,False,11967,False,1.88,36,0,0,96.7,14,1,2,2,1,Commuter,False,11,7,True
13996,18,Male,False,False,In-state,3.75,915.0,21,3,4,Education,Full-time,15,Regular,Fall,$60k-$100k,True,False,3487,False,2.77,14,0,1,90.8,16,3,4,0,1,Commuter,True,4,1,False
13997,22,Male,False,False,In-state,3.44,1225.0,22,5,3,Business,Full-time,18,Regular,Fall,<$30k,True,True,17829,False,3.5,26,0,1,67.7,3,6,1,0,0,On-campus,False,6,10,True
13998,17,Female,False,False,In-state,3.43,1264.0,24,4,4,Arts & Sciences,Full-time,12,Early Decision,Fall,$60k-$100k,True,False,5575,False,3.12,78,0,0,95.7,34,3,2,0,2,On-campus,False,1,11,True
13999,17,Male,True,False,In-state,3.61,1113.0,24,2,3,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,False,False,18505,False,2.44,4,0,0,91.7,9,4,0,0,3,Off-campus,False,5,5,False
14000,19,Female,False,False,In-state,3.4,1357.0,27,6,1,Health Sciences,Part-time,3,Regular,Fall,<$30k,False,False,31821,False,2.09,26,2,1,98.6,1,3,3,0,3,Off-campus,False,17,31,True
14001,25,Female,False,False,In-state,3.13,1175.0,22,2,1,Arts & Sciences,Part-time,9,Regular,Spring,$100k+,True,False,11520,True,1.72,5,0,2,59.5,10,4,2,0,1,On-campus,False,13,1,True
14002,17,Male,False,False,Out-of-state,2.94,1077.0,16,1,3,Health Sciences,Full-time,15,Early Decision,Fall,$60k-$100k,True,True,7717,False,2.33,20,2,1,85.3,45,8,1,2,3,Commuter,False,14,9,False
14003,18,Female,False,False,In-state,3.15,1099.0,19,3,1,Business,Part-time,3,Early Decision,Fall,$30k-$60k,True,False,9267,False,3.19,11,0,1,80.8,1,5,0,1,0,On-campus,False,28,5,True
14004,19,Male,True,False,Out-of-state,3.03,1231.0,17,0,3,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,True,False,5122,True,2.81,24,2,0,64.1,0,4,3,3,3,On-campus,False,12,6,True
14005,22,Female,False,False,In-state,2.63,973.0,28,1,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,False,False,17711,False,2.25,39,2,0,61.1,41,3,3,1,2,Off-campus,False,12,4,True
14006,18,Female,False,False,Out-of-state,3.88,948.0,21,5,3,Computer Science,Full-time,12,Early Decision,Fall,$100k+,True,True,40440,False,2.71,19,0,0,83.3,5,2,2,0,0,At home,False,7,3,False
14007,24,Female,True,False,In-state,2.63,1151.7961403508773,19,2,4,Social Sciences,Full-time,12,Regular,Fall,<$30k,True,False,14719,True,2.24,22,2,1,60.4,10,5,2,0,1,At home,False,12,5,True
14008,21,Female,False,False,Out-of-state,3.59,1065.0,31,1,3,Health Sciences,Part-time,6,Regular,Fall,$100k+,False,False,618,False,2.65,35,1,1,61.3,1,2,2,0,0,At home,False,20,1,False
14009,17,Female,False,False,In-state,2.77,1415.0,29,3,4,Arts & Sciences,Part-time,9,Regular,Spring,$30k-$60k,True,False,12087,True,3.11,7,1,1,71.7,8,0,1,0,1,Off-campus,False,3,15,False
14010,17,Male,False,False,Out-of-state,3.84,1075.0,22,2,4,Education,Full-time,15,Regular,Fall,$30k-$60k,False,False,2935,False,2.37,37,1,0,81.8,22,2,1,1,1,Commuter,False,5,20,False
14011,20,Female,True,True,In-state,2.86,1352.0,24,3,2,Engineering,Part-time,3,Regular,Fall,$100k+,True,True,12990,True,2.85,37,1,0,95.7,1,4,0,2,2,On-campus,True,7,19,False
14012,18,Female,True,False,In-state,3.22,1062.0,28,4,4,Social Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,False,16303,False,2.58,45,3,2,88.2,5,3,4,3,1,At home,True,34,11,True
14013,18,Male,False,False,International,2.84,1043.0,20,1,4,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,True,False,5987,False,1.77,3,1,0,83.6,3,7,2,2,2,On-campus,False,20,3,False
14014,22,Male,False,False,Out-of-state,3.45,1151.7961403508773,28,6,2,Business,Full-time,18,Transfer,Fall,$60k-$100k,False,False,22029,False,2.22,60,2,0,83.7,15,5,2,1,4,Commuter,False,0,10,True
14015,21,Male,True,False,In-state,2.47,1095.0,26,4,2,Engineering,Full-time,12,Regular,Spring,$100k+,False,False,10584,False,3.27,72,1,0,94.8,1,4,3,2,2,On-campus,False,12,5,False
14016,19,Male,True,False,International,3.72,1134.0,26,3,3,Business,Full-time,18,Regular,Fall,<$30k,True,False,11691,True,2.59,120,0,0,87.5,28,6,2,1,2,Off-campus,False,9,1,False
14017,17,Male,False,False,In-state,4.0,914.0,24,3,2,Business,Full-time,12,Regular,Fall,$60k-$100k,False,False,7652,False,2.877533333333333,48,0,2,90.0,10,0,7,1,2,On-campus,False,4,6,False
14018,18,Male,False,False,In-state,2.48,1029.0,16,8,4,Business,Full-time,12,Regular,Spring,<$30k,True,False,142,True,2.94,39,0,0,71.7,27,2,1,2,0,On-campus,False,12,4,False
14019,21,Male,False,False,In-state,3.04,1199.0,26,0,2,Social Sciences,Full-time,12,Transfer,Spring,<$30k,False,True,4342,True,2.45,61,0,1,84.9,12,3,4,0,1,Off-campus,False,0,1,False
14020,23,Male,True,False,In-state,2.97,1294.0,19,3,2,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,True,False,31367,True,2.6,5,2,0,69.1,14,4,2,2,3,Commuter,True,10,8,True
14021,22,Female,True,False,International,3.92,1002.0,19,3,4,Business,Full-time,15,Transfer,Fall,$60k-$100k,False,False,19838,True,3.26,63,0,1,94.8,2,2,4,3,0,On-campus,False,20,0,False
14022,25,Male,True,False,International,3.16,1190.0,23,4,1,Business,Full-time,15,Regular,Fall,$100k+,True,False,47427,False,4.0,36,1,1,88.4,38,4,2,1,5,Off-campus,False,9,10,False
14023,19,Female,False,False,In-state,2.6,1431.0,23,2,2,Business,Full-time,15,Regular,Fall,$30k-$60k,True,False,8916,False,2.36,0,2,0,75.9,2,2,0,0,2,On-campus,False,24,3,False
14024,19,Male,False,False,In-state,2.36,1132.0,19,1,0,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,True,False,852,False,2.7,1,0,3,46.1,4,5,1,1,1,On-campus,False,0,8,False
14025,18,Female,False,False,Out-of-state,2.53,1068.0,21,1,1,Engineering,Full-time,18,Transfer,Spring,$60k-$100k,False,False,21640,True,4.0,43,1,1,84.0,1,5,0,0,0,Off-campus,False,16,1,True
14026,18,Female,True,False,In-state,3.37,1113.0,29,5,3,Health Sciences,Part-time,9,Regular,Fall,$30k-$60k,True,True,12511,False,2.72,54,0,0,93.4,2,1,2,0,1,Commuter,False,1,5,False
14027,21,Female,False,False,In-state,2.73,820.0,24,3,0,Engineering,Full-time,15,Regular,Spring,$60k-$100k,True,False,9797,True,1.94,84,1,1,79.8,15,4,1,1,1,On-campus,True,5,10,True
14028,21,Male,False,False,In-state,2.56,1048.0,19,3,5,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,True,False,10750,True,3.63,61,2,0,83.2,3,6,1,1,1,Commuter,False,26,8,False
14029,21,Female,True,False,In-state,3.2,1060.0,18,0,0,Education,Full-time,15,Regular,Fall,<$30k,False,True,2773,False,3.32,46,0,1,51.2,2,6,2,1,1,On-campus,False,11,37,True
14030,18,Female,True,False,In-state,3.49,1217.0,19,1,4,Business,Full-time,18,Early Decision,Fall,<$30k,True,True,2186,True,2.58,120,0,1,77.4,2,6,2,3,1,On-campus,False,4,7,False
14031,20,Male,False,False,In-state,4.0,1194.0,34,1,3,Business,Part-time,9,Regular,Fall,$60k-$100k,True,True,6327,False,3.49,2,0,2,77.3,10,4,2,2,2,Commuter,False,9,4,False
14032,21,Female,False,False,In-state,3.04,1162.0,27,1,0,Business,Full-time,15,Early Decision,Fall,$60k-$100k,False,False,1608,False,3.69,24,0,1,57.4,54,2,2,2,3,Off-campus,False,1,3,True
14033,21,Male,True,False,Out-of-state,3.45,1192.0,25,2,2,Business,Full-time,18,Regular,Fall,$100k+,True,True,18057,False,2.877533333333333,27,0,0,68.8,8,4,5,2,1,At home,False,8,3,True
14034,22,Male,True,False,In-state,3.14,900.0,22,2,4,Health Sciences,Full-time,12,Regular,Spring,$100k+,True,False,14961,False,2.28,1,1,0,56.9,6,7,2,0,3,Off-campus,True,14,17,False
14035,19,Male,True,False,In-state,3.02,1308.0,31,3,1,Business,Full-time,15,Transfer,Fall,<$30k,True,False,6516,True,3.67,20,1,1,66.9,2,4,1,1,0,On-campus,False,2,11,False
14036,23,Female,True,False,In-state,3.16,1015.0,25,4,2,Computer Science,Part-time,6,Regular,Spring,$30k-$60k,False,False,5128,True,2.1,2,1,1,93.6,9,5,3,1,2,On-campus,False,4,8,False
14037,23,Non-binary,False,False,In-state,4.0,1091.0,16,4,1,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,True,False,54,False,3.09,73,0,0,91.1,13,1,3,3,0,On-campus,False,22,4,False
14038,21,Male,True,False,Out-of-state,3.22,1142.0,20,2,2,Business,Full-time,15,Transfer,Fall,$60k-$100k,True,False,10590,False,2.06,107,1,0,48.6,19,5,4,1,3,Off-campus,False,6,2,False
14039,18,Female,True,False,In-state,2.6,1026.0,26,3,2,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,False,True,10974,True,2.44,0,0,1,65.1,6,3,1,1,3,On-campus,False,2,3,False
14040,21,Female,False,False,International,2.83,1499.0,25,0,1,Health Sciences,Part-time,6,Regular,Fall,$60k-$100k,True,False,22075,False,1.9,5,1,1,61.6,8,3,4,2,3,Off-campus,False,1,2,False
14041,17,Male,False,False,In-state,2.74,870.0,21,2,5,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,False,False,41630,True,3.82,8,3,0,86.4,1,1,6,3,1,At home,False,19,8,True
14042,17,Male,False,False,In-state,3.06,1305.0,24,4,1,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,False,1146,False,3.03,101,2,1,98.0,8,3,1,0,1,Commuter,False,28,10,False
14043,20,Male,False,False,Out-of-state,3.98,916.0,30,4,7,Health Sciences,Part-time,6,Regular,Fall,$60k-$100k,True,True,14007,True,1.95,6,1,0,65.2,10,2,2,3,2,Off-campus,False,3,0,True
14044,18,Female,False,False,In-state,2.83,1350.0,19,8,2,Business,Full-time,12,Regular,Fall,$60k-$100k,True,False,17371,False,3.22,0,0,2,80.0,9,3,2,5,0,At home,False,6,8,False
14045,19,Female,True,False,Out-of-state,2.97,1107.0,20,4,2,Business,Full-time,12,Regular,Spring,$60k-$100k,False,True,3911,False,4.0,42,0,0,79.1,49,5,1,0,2,On-campus,False,0,12,True
14046,25,Female,True,False,In-state,4.0,1002.0,23,9,1,Education,Full-time,15,Regular,Fall,<$30k,True,False,1537,True,2.88,8,0,1,82.9,10,6,4,1,2,On-campus,False,30,5,True
14047,20,Male,False,False,Out-of-state,3.17,1121.0,24,4,1,Business,Part-time,3,Regular,Spring,$30k-$60k,False,True,6499,False,2.99,59,2,0,85.8,17,3,4,0,2,Off-campus,False,17,40,True
14048,23,Female,True,False,In-state,3.4,911.0,30,3,4,Business,Full-time,15,Regular,Spring,<$30k,True,True,1086,False,2.877533333333333,1,1,0,84.1,20,6,1,1,4,On-campus,False,4,32,False
14049,17,Female,False,True,In-state,3.29,903.0,21,2,4,Health Sciences,Full-time,12,Regular,Spring,$100k+,False,False,7681,True,2.85,24,2,2,78.1,5,7,4,1,1,On-campus,False,4,12,False
14050,17,Female,False,False,In-state,2.83,1267.0,19,5,3,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,True,False,24124,True,3.72,54,0,1,79.8,0,4,0,2,1,At home,False,3,4,False
14051,20,Male,False,False,In-state,3.2,1151.7961403508773,22,4,2,Arts & Sciences,Part-time,9,Regular,Fall,$60k-$100k,False,False,2336,False,2.95,8,0,1,64.2,32,3,3,0,3,On-campus,False,8,12,False
14052,17,Female,False,False,In-state,3.42,1378.0,18,3,3,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,True,6962,False,3.64,107,0,0,72.8,60,6,0,1,2,Commuter,False,27,0,False
14053,20,Female,True,False,In-state,3.59,983.0,24,4,4,Business,Full-time,15,Regular,Fall,$60k-$100k,True,False,38911,False,3.54,8,1,0,59.8,27,2,4,2,3,Off-campus,False,10,15,False
14054,18,Male,False,False,In-state,3.49,1046.0,21,5,0,Engineering,Full-time,12,Regular,Summer,$100k+,False,False,10347,False,1.95,4,1,1,66.0,5,5,6,2,6,At home,False,21,7,True
14055,20,Male,False,True,In-state,3.79,1191.0,25,3,0,Education,Full-time,12,Regular,Spring,$60k-$100k,False,False,10057,False,2.61,46,1,0,79.8,18,7,0,1,2,Commuter,False,17,24,True
14056,20,Male,False,False,In-state,3.38,829.0,20,3,1,Business,Part-time,9,Regular,Spring,$60k-$100k,True,False,14777,True,2.47,8,0,0,58.2,23,6,5,4,1,On-campus,False,4,4,True
14057,19,Male,True,False,In-state,4.0,1166.0,21,1,2,Business,Full-time,15,Regular,Spring,<$30k,True,False,5301,False,3.28,14,1,0,83.0,13,1,1,0,2,Commuter,False,11,0,False
14058,25,Female,False,False,In-state,3.6,1121.0,24,0,1,Arts & Sciences,Part-time,9,Transfer,Fall,$100k+,True,False,10770,False,3.45,21,0,0,62.8,22,7,3,1,0,Commuter,True,3,7,True
14059,20,Female,False,False,In-state,3.14,1151.7961403508773,26,4,0,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,True,True,4085,False,2.99,3,0,0,89.6,0,7,3,3,2,Commuter,False,64,24,False
14060,24,Non-binary,False,False,In-state,3.55,1151.7961403508773,23,2,2,Education,Full-time,18,Regular,Fall,$30k-$60k,False,False,22718,False,2.99,120,0,1,93.9,2,6,3,3,1,Off-campus,False,2,12,False
14061,20,Female,False,False,In-state,2.99,1151.7961403508773,20,4,3,Engineering,Full-time,18,Regular,Fall,<$30k,False,False,2599,False,3.48,12,2,0,81.7,22,2,2,2,0,Off-campus,False,11,2,True
14062,22,Male,True,False,Out-of-state,2.73,1150.0,23,3,5,Business,Part-time,3,Regular,Spring,$60k-$100k,True,False,6883,False,1.41,13,1,1,49.6,12,5,2,1,1,Commuter,False,0,7,True
14063,17,Male,False,False,In-state,3.14,1223.0,22,6,2,Social Sciences,Full-time,15,Regular,Summer,$100k+,True,False,9764,False,2.94,86,2,1,61.3,8,6,2,0,1,Commuter,False,2,12,True
14064,17,Female,False,False,In-state,4.0,1089.0,20,2,2,Health Sciences,Part-time,6,Regular,Spring,<$30k,True,True,18652,True,2.76,120,0,0,84.0,22,0,2,1,4,Off-campus,False,13,6,True
14065,23,Female,False,False,In-state,4.0,1076.0,20,4,2,Engineering,Full-time,18,Early Decision,Fall,<$30k,True,False,3404,True,3.11,97,0,0,67.3,0,3,3,4,2,Commuter,False,24,2,True
14066,17,Male,True,False,In-state,3.3,1355.0,28,4,1,Business,Full-time,12,Regular,Spring,<$30k,False,False,23307,False,2.4,47,0,1,92.6,10,9,3,0,0,Off-campus,False,12,25,True
14067,17,Male,True,False,In-state,3.36,1076.0,19,5,1,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,True,True,26915,True,2.82,52,0,0,61.6,12,4,2,2,0,On-campus,False,10,0,True
14068,18,Male,False,False,International,3.57,1249.0,16,2,1,Computer Science,Full-time,15,Regular,Spring,$30k-$60k,True,False,2429,False,2.4,28,0,1,94.4,12,4,0,3,1,Off-campus,False,1,1,False
14069,22,Male,False,False,International,3.98,1026.0,26,1,1,Engineering,Full-time,15,Regular,Fall,<$30k,False,False,26269,False,3.48,7,2,0,95.4,7,4,1,1,1,On-campus,False,13,5,True
14070,22,Female,False,False,In-state,3.35,1253.0,35,5,5,Health Sciences,Part-time,3,Regular,Fall,<$30k,True,True,15068,False,2.03,36,1,2,88.1,6,3,2,3,2,Off-campus,False,32,5,False
14071,18,Male,False,False,In-state,4.0,1040.0,24,3,3,Health Sciences,Full-time,12,Regular,Spring,<$30k,False,True,416,False,2.08,2,0,0,81.5,1,3,1,2,2,Off-campus,False,16,13,True
14072,25,Female,False,False,In-state,3.6,1238.0,21,5,3,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,True,False,32374,False,2.877533333333333,7,1,0,76.0,4,5,0,3,1,On-campus,False,1,16,False
14073,18,Female,False,False,In-state,3.79,1019.0,20,3,0,Social Sciences,Full-time,18,Transfer,Fall,$60k-$100k,True,False,11655,False,2.9,0,0,0,66.9,6,4,2,0,2,At home,False,0,9,False
14074,18,Female,True,False,In-state,3.04,1145.0,21,2,3,Health Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,False,True,10332,False,2.32,5,1,0,86.3,4,6,1,2,3,On-campus,False,31,2,False
14075,17,Male,True,True,In-state,2.92,1252.0,24,2,4,Engineering,Full-time,18,Regular,Fall,$100k+,False,True,8251,False,2.73,82,1,0,82.6,1,4,2,2,1,On-campus,False,2,17,True
14076,18,Non-binary,False,False,In-state,2.92,1269.0,25,7,5,Health Sciences,Full-time,15,Regular,Fall,<$30k,True,True,28529,False,3.06,46,1,1,73.1,9,5,5,1,6,At home,False,31,21,False
14077,19,Female,False,False,In-state,2.43,1009.0,20,4,5,Health Sciences,Full-time,12,Regular,Fall,<$30k,True,False,10115,True,2.43,44,1,1,85.8,0,1,3,1,1,At home,False,21,3,False
14078,23,Male,True,False,International,3.38,1185.0,22,5,4,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,False,True,27372,False,2.74,12,2,1,87.4,16,2,2,2,2,On-campus,False,4,4,False
14079,18,Non-binary,True,True,In-state,2.33,1148.0,27,3,0,Engineering,Full-time,18,Regular,Fall,$60k-$100k,False,False,5950,False,2.38,12,0,0,47.6,10,1,0,1,2,On-campus,False,1,1,False
14080,22,Male,False,False,In-state,3.18,1136.0,28,2,3,Business,Full-time,15,Regular,Fall,<$30k,True,False,8578,False,2.54,66,1,0,88.5,18,3,2,0,1,Commuter,False,2,5,False
14081,23,Male,True,False,In-state,3.56,1151.7961403508773,21,5,5,Engineering,Part-time,9,Regular,Fall,$30k-$60k,True,False,52611,False,3.68,4,1,2,64.0,10,3,1,2,2,On-campus,False,10,21,False
14082,17,Male,False,False,In-state,3.15,1159.0,16,4,2,Engineering,Full-time,15,Early Decision,Fall,<$30k,False,False,45733,True,2.96,21,1,3,87.7,1,4,0,0,3,On-campus,False,3,8,True
14083,18,Male,False,False,In-state,2.18,1256.0,19,2,3,Health Sciences,Full-time,15,Regular,Spring,$100k+,True,True,16412,False,4.0,47,3,0,81.0,5,1,2,2,1,On-campus,False,1,30,False
14084,17,Male,False,False,In-state,2.87,1156.0,26,3,4,Computer Science,Full-time,15,Regular,Fall,<$30k,True,True,5405,False,3.91,24,1,1,93.9,4,5,2,0,2,On-campus,False,0,5,True
14085,17,Female,True,False,In-state,2.84,1286.0,25,4,1,Business,Full-time,15,Regular,Fall,<$30k,False,True,1841,True,2.877533333333333,5,3,0,82.9,7,1,0,1,1,Commuter,False,21,19,False
14086,17,Female,False,False,In-state,3.44,1142.0,31,4,2,Education,Full-time,15,Regular,Fall,$60k-$100k,True,False,12912,False,3.25,45,1,2,85.8,4,1,2,3,4,At home,False,8,5,False
14087,26,Male,False,False,In-state,2.86,1342.0,20,3,2,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,True,False,4088,False,3.53,0,2,0,82.7,14,5,2,2,0,Off-campus,False,24,33,True
14088,19,Male,False,False,In-state,3.39,1200.0,17,3,2,Engineering,Full-time,12,Regular,Spring,$100k+,False,False,8854,False,2.63,4,2,0,91.2,0,2,0,2,1,On-campus,False,30,9,True
